Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(usd)
60,1,1,1,1,Shahran,1850000000.0,61666.67
108,2,1,1,0,Pardis,1300000000.0,43333.33
110,2,1,1,0,Pardis,1870000000.0,62333.33
85,2,1,1,1,Pardis,780000000.0,26000.0
87,2,1,1,1,Pardis,715000000.0,23833.33
91,2,1,1,1,Salsabil,2093000000.0,69766.67
282,2,1,1,1,Niavaran,30000000000.0,1000000.0
87,2,1,1,1,Pardis,650000000.0,21666.67
89,2,1,1,1,Moniriyeh,2047000000.0,68233.33
89,2,1,1,1,Northern Janatabad,3100000000.0,103333.33
75,2,0,0,0,Air force,1650000000.0,55000.0
320,4,1,1,1,Saadat Abad,40000000000.0,1333333.33
133,3,1,1,1,Sohanak,7448000000.0,248266.67
65,1,0,1,1,Lavizan,2650000000.0,88333.33
147,3,1,1,1,Ekhtiarieh,8400000000.0,280000.0
67,1,1,1,1,Southern Janatabad,3450000000.0,115000.0
66,2,1,1,1,Narmak,2510000000.0,83666.67
180,3,1,1,1,Aqdasieh,12600000000.0,420000.0
68,1,1,1,1,West Ferdows Boulevard,3570000000.0,119000.0
115,2,1,1,1,Andisheh,1900000000.0,63333.33
78,2,1,1,1,Qasr-od-Dasht,2000000000.0,66666.67
58,1,1,1,1,Punak,2650000000.0,88333.33
235,3,1,1,1,Gheitarieh,24000000000.0,800000.0
70,2,1,1,1,Punak,2800000000.0,93333.33
79,2,1,1,1,Pardis,550000000.0,18333.33
145,3,1,1,1,Qalandari,13000000000.0,433333.33
135,3,1,1,1,Saadat Abad,11475000000.0,382500.0
87,2,1,1,1,Pardis,540000000.0,18000.0
300,4,1,1,1,Zaferanieh,42000000000.0,1400000.0
105,2,1,1,1,Velenjak,9500000000.0,316666.67
84,2,1,1,1,Pardis,560000000.0,18666.67
157,3,1,1,1,Zaferanieh,14800000000.0,493333.33
283,3,1,1,1,Zaferanieh,29700000000.0,990000.0
84,2,1,1,1,Pardis,550000000.0,18333.33
863,2,1,1,1,Gheitarieh,7830000000.0,261000.0
65,2,1,1,1,Punak,2350000000.0,78333.33
170,3,1,1,1,Farmanieh,18700000000.0,623333.33
200,3,1,1,1,Pasdaran,22000000000.0,733333.33
93,2,1,1,1,Central Janatabad,4650000000.0,155000.0
415,5,1,1,1,Niavaran,53950000000.0,1798333.33
128,3,1,1,1,Ekhtiarieh,8960000000.0,298666.67
86,2,1,1,1,Southern Janatabad,3200000000.0,106666.67
173,3,1,1,1,East Ferdows Boulevard,9515000000.0,317166.67
73,2,1,1,1,Saadat Abad,3900000000.0,130000.0
67,2,1,1,1,West Ferdows Boulevard,2200000000.0,73333.33
88,2,1,1,1,Pardis,1900000000.0,63333.33
98,2,1,1,0,West Ferdows Boulevard,3750000000.0,125000.0
80,2,1,1,1,Central Janatabad,4240000000.0,141333.33
210,4,1,1,1,Saadat Abad,15500000000.0,516666.67
150,3,1,1,1,Ekhtiarieh,12000000000.0,400000.0
130,3,1,1,1,Pasdaran,11100000000.0,370000.0
96,2,1,1,1,Shahrake Gharb,4800000000.0,160000.0
135,3,1,0,1,Saadat Abad,8700000000.0,290000.0
165,3,1,1,1,Shahrake Gharb,14800000000.0,493333.33
160,2,1,1,1,Pardis,2000000000.0,66666.67
51,1,0,1,1,Pirouzi,1300000000.0,43333.33
180,3,1,1,1,East Ferdows Boulevard,9900000000.0,330000.0
84,2,1,1,1,Shahrake Qods,1150800000.0,38360.0
105,2,1,1,1,Shahrake Qods,1365000000.0,45500.0
100,2,1,1,1,Ekhtiarieh,5500000000.0,183333.33
162,3,1,1,1,Pasdaran,7600000000.0,253333.33
150,3,1,1,1,Gheitarieh,12500000000.0,416666.67
93,2,1,1,1,Northern Janatabad,4140000000.0,138000.0
128,3,1,1,1,Gheitarieh,9300000000.0,310000.0
100,2,1,1,1,Heravi,5500000000.0,183333.33
156,3,1,1,1,Abazar,9400000000.0,313333.33
58,2,1,1,0,Central Janatabad,2080000000.0,69333.33
190,3,1,1,1,Niavaran,24700000000.0,823333.33
165,3,1,1,1,Niavaran,17200000000.0,573333.33
87,2,1,1,1,Pardis,670000000.0,22333.33
105,2,1,1,1,Pardis,955000000.0,31833.33
105,2,1,1,1,Pardis,980000000.0,32666.67
115,2,1,1,1,Shahrake Gharb,13000000000.0,433333.33
145,3,1,1,1,Heravi,7541000000.0,251366.67
261,4,1,1,1,Zaferanieh,26000000000.0,866666.67
51,1,0,1,1,Pirouzi,1275000000.0,42500.0
116,2,1,1,1,Dehkade Olampic,4350000000.0,145000.0
75,2,1,1,1,Jeyhoon,2250000000.0,75000.0
95,2,1,1,1,Punak,4200000000.0,140000.0
88,2,1,1,1,Valiasr,2024000000.0,67466.67
70,2,1,1,1,Amirieh,1630000000.0,54333.33
81,2,1,1,1,Central Janatabad,4000000000.0,133333.33
122,2,1,1,1,Aqdasieh,7000000000.0,233333.33
60,1,1,1,1,West Ferdows Boulevard,2450000000.0,81666.67
45,1,0,0,0,Ostad Moein,1200000000.0,40000.0
140,3,1,1,1,Dehkade Olampic,4400000000.0,146666.67
96,2,1,1,1,Azadshahr,3750000000.0,125000.0
125,3,1,1,1,Persian Gulf Martyrs Lake,3750000000.0,125000.0
145,2,1,1,1,Azadshahr,4500000000.0,150000.0
115,2,1,1,1,Zibadasht,4350000000.0,145000.0
66,1,1,1,1,Punak,3300000000.0,110000.0
102,2,1,1,1,Persian Gulf Martyrs Lake,4500000000.0,150000.0
95,2,1,1,1,Shahr-e-Ziba,2970000000.0,99000.0
90,2,1,1,1,East Ferdows Boulevard,3150000000.0,105000.0
48,1,1,1,1,Jeyhoon,810000000.0,27000.0
63,1,1,1,1,Salsabil,2000000000.0,66666.67
55,1,1,1,0,Komeil,1090000000.0,36333.33
155,3,1,1,1,Shahrake Gharb,10000000000.0,333333.33
106,2,1,1,0,Islamshahr,1245000000.0,41500.0
77,2,1,1,1,Shahran,2650000000.0,88333.33
105,3,1,1,1,Shahr-e-Ziba,3600000000.0,120000.0
118,2,1,1,1,Shahran,3900000000.0,130000.0
86,2,1,1,1,Pardis,500000000.0,16666.67
86,2,1,1,1,Pardis,750000000.0,25000.0
75,2,1,1,1,Central Janatabad,3300000000.0,110000.0
46,1,1,1,0,Andisheh,450000000.0,15000.0
90,2,1,1,1,Zaferanieh,6700000000.0,223333.33
40,1,1,1,1,Andisheh,350000000.0,11666.67
90,2,1,1,1,Amirabad,4590000000.0,153000.0
200,3,1,1,1,Niavaran,20000000000.0,666666.67
115,3,1,1,1,Gheitarieh,7485000000.0,249500.0
107,2,1,1,1,Pasdaran,9200000000.0,306666.67
50,1,1,1,1,Salsabil,1500000000.0,50000.0
420,5,1,1,0,Andisheh,11000000000.0,366666.67
230,3,1,1,1,Heravi,13800000000.0,460000.0
97,2,1,1,1,Pardis,900000000.0,30000.0
50,1,1,1,0,Narmak,1750000000.0,58333.33
72,1,1,1,0,Andisheh,730000000.0,24333.33
400,5,1,1,1,Ekhtiarieh,18500000000.0,616666.67
170,3,1,1,1,Heravi,7950000000.0,265000.0
57,1,1,1,1,Shahran,1950000000.0,65000.0
50,1,1,1,1,Pirouzi,1200000000.0,40000.0
78,2,0,1,0,Shahrake Qods,580000000.0,19333.33
113,2,1,1,1,Punak,6500000000.0,216666.67
111,2,1,1,1,Heravi,6050000000.0,201666.67
200,4,1,1,1,Gheitarieh,14000000000.0,466666.67
105,3,1,1,1,Heravi,6000000000.0,200000.0
61,2,1,1,0,Salsabil,1100000000.0,36666.67
185,3,1,1,1,Zargandeh,9000000000.0,300000.0
69,2,1,1,1,Mirdamad,3795000000.0,126500.0
90,2,1,1,1,Abbasabad,4000000000.0,133333.33
400,3,1,1,0,Amirabad,2000000000.0,66666.67
94,2,1,1,1,Andisheh,1250000000.0,41666.67
74,2,0,0,1,Parand,315000000.0,10500.0
100,2,1,1,1,Qasr-od-Dasht,3250000000.0,108333.33
54,2,1,1,0,Shahran,1850000000.0,61666.67
90,2,1,1,1,Karoon,2400000000.0,80000.0
68,2,0,0,0,Karoon,1100000000.0,36666.67
90,2,1,1,1,Shahran,3200000000.0,106666.67
78,2,1,1,0,Punak,2730000000.0,91000.0
97,2,1,1,1,Farmanieh,5950000000.0,198333.33
63,2,1,1,1,Feiz Garden,2100000000.0,70000.0
80,2,1,1,1,Razi,1390000000.0,46333.33
94,2,1,1,1,Razi,1712000000.0,57066.67
78,2,1,1,1,Heravi,3300000000.0,110000.0
140,3,1,1,1,Heravi,6800000000.0,226666.67
95,2,1,1,1,Shahr-e-Ziba,3150000000.0,105000.0
83,2,1,1,1,East Pars,2575000000.0,85833.33
60,2,1,1,1,Pasdaran,3450000000.0,115000.0
150,3,1,1,1,Beryanak,2800000000.0,93333.33
216,4,1,1,0,Andisheh,5700000000.0,190000.0
77,2,0,0,0,Parand,440000000.0,14666.67
125,3,1,1,0,Parand,1300000000.0,43333.33
135,3,1,1,1,Qalandari,7500000000.0,250000.0
155,3,1,1,1,Gheitarieh,9800000000.0,326666.67
95,2,1,1,1,Qalandari,6250000000.0,208333.33
110,2,1,1,1,Qalandari,8100000000.0,270000.0
63,1,1,1,1,Shahr-e-Ziba,2350000000.0,78333.33
210,3,1,1,1,Gheitarieh,14000000000.0,466666.67
171,3,1,1,1,Jordan,8900000000.0,296666.67
140,3,1,1,1,Jordan,7700000000.0,256666.67
83,2,1,1,1,Shahr-e-Ziba,2400000000.0,80000.0
55,1,1,1,1,East Ferdows Boulevard,2000000000.0,66666.67
62,2,1,1,1,Punak,2100000000.0,70000.0
75,2,1,1,0,West Ferdows Boulevard,1950000000.0,65000.0
89,2,1,1,1,Central Janatabad,3620000000.0,120666.67
51,1,1,1,0,Southern Janatabad,1720000000.0,57333.33
145,3,1,1,1,Punak,7600000000.0,253333.33
130,3,1,1,1,Shahrake Gharb,8450000000.0,281666.67
94,2,1,1,1,Shahr-e-Ziba,3160000000.0,105333.33
51,2,0,1,1,Komeil,1050000000.0,35000.0
80,2,1,1,1,Jeyhoon,2150000000.0,71666.67
155,3,1,1,1,Shahrake Gharb,9300000000.0,310000.0
175,3,1,1,1,Gheitarieh,15225000000.0,507500.0
89,2,1,1,1,Ekhtiarieh,3300000000.0,110000.0
136,3,1,1,1,Punak,7550000000.0,251666.67
120,3,1,1,1,Southern Janatabad,5000000000.0,166666.67
160,3,1,1,1,Shahrake Gharb,12500000000.0,416666.67
71,2,1,1,0,Andisheh,940000000.0,31333.33
80,2,1,1,0,Andisheh,1110000000.0,37000.0
77,2,1,1,1,Gheitarieh,5544000000.0,184800.0
130,3,1,1,1,Shahr-e-Ziba,5400000000.0,180000.0
75,2,0,1,1,Parand,389000000.0,12966.67
65,1,1,1,1,Central Janatabad,3500000000.0,116666.67
140,3,1,1,1,Southern Chitgar,1484000000.0,49466.67
102,2,1,1,1,Gheitarieh,8100000000.0,270000.0
49,1,1,1,0,Andisheh,380000000.0,12666.67
48,1,1,1,0,Salsabil,995000000.0,33166.67
128,3,1,1,1,Marzdaran,5200000000.0,173333.33
85,2,1,1,1,Northern Janatabad,3200000000.0,106666.67
78,2,1,0,0,Islamshahr,550000000.0,18333.33
92,2,1,0,1,Pirouzi,2760000000.0,92000.0
105,3,1,1,1,East Ferdows Boulevard,3900000000.0,130000.0
76,2,1,1,0,West Ferdows Boulevard,2400000000.0,80000.0
161,3,1,1,1,Gheitarieh,15350000000.0,511666.67
50,1,1,0,1,Ray,750000000.0,25000.0
54,1,1,1,1,East Ferdows Boulevard,2150000000.0,71666.67
100,2,1,1,1,East Ferdows Boulevard,3500000000.0,116666.67
57,1,1,1,1,East Ferdows Boulevard,2050000000.0,68333.33
100,2,1,1,1,Ostad Moein,3600000000.0,120000.0
115,2,1,1,1,East Ferdows Boulevard,4200000000.0,140000.0
75,2,1,1,1,East Ferdows Boulevard,2350000000.0,78333.33
75,2,1,1,0,West Ferdows Boulevard,2450000000.0,81666.67
106,2,1,1,1,East Ferdows Boulevard,3500000000.0,116666.67
58,1,1,1,1,East Ferdows Boulevard,2080000000.0,69333.33
50,1,1,1,1,West Ferdows Boulevard,1900000000.0,63333.33
60,1,1,1,1,East Ferdows Boulevard,1920000000.0,64000.0
57,1,1,1,1,West Ferdows Boulevard,2300000000.0,76666.67
71,2,1,1,0,East Ferdows Boulevard,2280000000.0,76000.0
50,1,1,1,1,West Ferdows Boulevard,1950000000.0,65000.0
54,1,1,1,1,East Ferdows Boulevard,2050000000.0,68333.33
85,2,1,1,1,West Ferdows Boulevard,3450000000.0,115000.0
55,1,1,1,1,East Ferdows Boulevard,1920000000.0,64000.0
58,1,1,1,1,Shahr-e-Ziba,1850000000.0,61666.67
100,2,1,1,1,West Ferdows Boulevard,3450000000.0,115000.0
105,2,1,1,1,Persian Gulf Martyrs Lake,3250000000.0,108333.33
53,1,1,1,1,Feiz Garden,2120000000.0,70666.67
76,2,1,1,1,East Ferdows Boulevard,2250000000.0,75000.0
77,2,1,1,1,Golestan,2150000000.0,71666.67
