Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(usd),Score
147,3,1,1,1,Jordan,8700000000.0,290000.0,3
750,5,1,1,1,Mahmoudieh,75000000000.0,2500000.0,3
202,3,1,1,1,Air force,7474000000.0,249133.33,3
145,3,1,1,1,Punak,7600000000.0,253333.33,3
115,3,1,1,1,Punak,5000000000.0,166666.67,3
130,3,1,1,1,Shahrake Gharb,8450000000.0,281666.67,3
145,3,1,1,1,Punak,4300000000.0,143333.33,3
155,3,1,1,1,Shahrake Gharb,9300000000.0,310000.0,3
175,3,1,1,1,Gheitarieh,15225000000.0,507500.0,3
136,3,1,1,1,Punak,7550000000.0,251666.67,3
120,3,1,1,1,Southern Janatabad,5000000000.0,166666.67,3
137,3,1,1,1,Pakdasht,1750000000.0,58333.33,3
160,3,1,1,1,Shahrake Gharb,12500000000.0,416666.67,3
155,3,1,1,1,Shahrake Gharb,10000000000.0,333333.33,3
84,3,1,1,1,Andisheh,1590000000.0,53000.0,3
130,3,1,1,1,Shahr-e-Ziba,5400000000.0,180000.0,3
140,3,1,1,1,Southern Chitgar,1484000000.0,49466.67,3
235,3,1,1,1,Gheitarieh,25900000000.0,863333.33,3
138,3,1,1,1,Kahrizak,1242000000.0,41400.0,3
250,3,1,1,0,Niavaran,45000000000.0,1500000.0,2
128,3,1,1,1,Marzdaran,5200000000.0,173333.33,3
105,3,1,1,1,East Ferdows Boulevard,3900000000.0,130000.0,3
161,3,1,1,1,Gheitarieh,15350000000.0,511666.67,3
110,3,1,1,1,Jeyhoon,2330000000.0,77666.67,3
125,3,0,1,1,Nasim Shahr,1300000000.0,43333.33,2
111,3,1,1,1,Persian Gulf Martyrs Lake,3500000000.0,116666.67,3
150,3,1,1,1,Pirouzi,5100000000.0,170000.0,3
125,3,1,1,1,Pirouzi,4000000000.0,133333.33,3
145,3,1,1,1,Gheitarieh,13625000000.0,454166.67,3
197,3,1,1,1,Dezashib,18715000000.0,623833.33,3
135,3,1,1,1,Tenant,4050000000.0,135000.0,3
137,3,1,1,1,Shams Abad,4660000000.0,155333.33,3
175,3,1,1,1,Gheitarieh,15500000000.0,516666.67,3
110,3,1,1,1,Persian Gulf Martyrs Lake,3100000000.0,103333.33,3
110,3,1,1,1,Persian Gulf Martyrs Lake,3100000000.0,103333.33,3
145,3,1,1,1,Saadat Abad,11000000000.0,366666.67,3
145,3,1,1,1,Punak,8990000000.0,299666.67,3
140,3,1,1,1,Punak,6200000000.0,206666.67,3
121,3,1,1,1,Persian Gulf Martyrs Lake,3650000000.0,121666.67,3
148,3,1,1,1,Persian Gulf Martyrs Lake,5750000000.0,191666.67,3
165,3,1,1,1,Ostad Moein,5250000000.0,175000.0,3
365,4,1,1,1,Dorous,47450000000.0,1581666.67,3
175,3,1,1,1,Pasdaran,15500000000.0,516666.67,3
165,3,1,1,1,Marzdaran,10230000000.0,341000.0,3
181,3,1,1,1,Marzdaran,13000000000.0,433333.33,3
175,3,1,1,1,Marzdaran,11375000000.0,379166.67,3
146,3,1,1,1,Marzdaran,8500000000.0,283333.33,3
135,3,1,1,1,Marzdaran,6200000000.0,206666.67,3
121,3,1,1,1,Pardis,610000000.0,20333.33,3
220,3,1,1,1,Elahieh,35200000000.0,1173333.33,3
240,4,1,1,1,Elahieh,38500000000.0,1283333.33,3
142,3,1,1,1,Punak,7550000000.0,251666.67,3
162,3,1,1,1,Niavaran,16300000000.0,543333.33,3
165,3,1,1,1,Shahrake Gharb,12400000000.0,413333.33,3
150,3,1,1,1,Niavaran,15000000000.0,500000.0,3
200,3,1,0,1,West Pars,10000000000.0,333333.33,2
112,3,1,1,1,Shahran,5600000000.0,186666.67,3
86,3,1,1,1,Parand,425000000.0,14166.67,3
165,3,1,1,1,Farmanieh,11500000000.0,383333.33,3
135,3,1,1,1,Marzdaran,7425000000.0,247500.0,3
130,3,1,1,1,Feiz Garden,5600000000.0,186666.67,3
125,3,1,1,1,Punak,6300000000.0,210000.0,3
140,3,1,1,1,Gheitarieh,8000000000.0,266666.67,3
125,3,1,1,1,Gheitarieh,7100000000.0,236666.67,3
136,3,1,1,1,Persian Gulf Martyrs Lake,4300000000.0,143333.33,3
121,3,1,1,1,Pardis,610000000.0,20333.33,3
128,3,1,1,1,Kook,3950000000.0,131666.67,3
133,4,1,1,0,Jeyhoon,4700000000.0,156666.67,2
140,3,1,1,1,Persian Gulf Martyrs Lake,4800000000.0,160000.0,3
190,3,1,1,1,Dorous,12000000000.0,400000.0,3
125,3,1,1,1,Yousef Abad,8750000000.0,291666.67,3
132,3,1,1,1,Parand,2050000000.0,68333.33,3
270,5,1,1,0,Yousef Abad,13500000000.0,450000.0,2
160,3,1,1,1,Amirabad,8320000000.0,277333.33,3
225,3,1,1,1,Heravi,15750000000.0,525000.0,3
130,3,1,1,1,Saadat Abad,8500000000.0,283333.33,3
250,4,1,1,0,Shahrake Gharb,35000000000.0,1166666.67,2
145,3,1,1,1,Heravi,9000000000.0,300000.0,3
220,3,1,1,1,Heravi,15400000000.0,513333.33,3
123,3,1,1,1,Nezamabad,3300000000.0,110000.0,3
130,3,1,1,1,Jeyhoon,2800000000.0,93333.33,3
135,3,1,1,1,Qasr-od-Dasht,2950000000.0,98333.33,3
303,3,1,1,1,Ajudaniye,30000000000.0,1000000.0,3
200,3,1,1,1,Ozgol,18000000000.0,600000.0,3
203,3,1,1,1,Zaferanieh,36000000000.0,1200000.0,3
180,3,1,1,1,Pasdaran,9900000000.0,330000.0,3
115,3,1,1,1,Pasdaran,5300000000.0,176666.67,3
130,3,1,1,1,Yousef Abad,8000000000.0,266666.67,3
144,3,1,1,0,Pasdaran,8000000000.0,266666.67,2
170,3,1,1,1,Niavaran,17000000000.0,566666.67,3
204,3,1,1,1,Elahieh,32640000000.0,1088000.0,3
150,3,1,1,1,Shahrake Gharb,12000000000.0,400000.0,3
116,3,1,1,1,Pasdaran,8100000000.0,270000.0,3
110,3,1,1,1,Shahr-e-Ziba,4700000000.0,156666.67,3
140,3,1,1,1,Shahrake Gharb,9200000000.0,306666.67,3
145,3,1,1,1,Dezashib,12325000000.0,410833.33,3
105,3,1,1,1,Parand,1260000000.0,42000.0,3
112,3,1,1,0,Parand,1400000000.0,46666.67,2
123,3,1,1,1,Pardis,500000000.0,16666.67,3
140,3,1,1,1,Shahrake Gharb,10000000000.0,333333.33,3
140,3,1,1,1,Jordan,9200000000.0,306666.67,3
135,3,1,1,1,Farmanieh,11500000000.0,383333.33,3
255,3,1,1,1,Farmanieh,26000000000.0,866666.67,3
160,3,1,1,1,Saadat Abad,13500000000.0,450000.0,3
179,3,1,1,1,Pasdaran,9645000000.0,321500.0,3
110,3,1,1,1,Saadat Abad,5200000000.0,173333.33,3
157,3,1,1,1,Heravi,9850000000.0,328333.33,3
180,3,1,1,1,Pasdaran,9900000000.0,330000.0,3
120,3,1,1,1,Persian Gulf Martyrs Lake,1272000000.0,42400.0,3
303,4,1,1,1,Velenjak,48000000000.0,1600000.0,3
245,5,1,1,1,Dezashib,14500000000.0,483333.33,3
185,3,1,1,1,Pasdaran,10750000000.0,358333.33,3
400,5,1,1,0,Mirdamad,56000000000.0,1866666.67,2
200,3,1,1,1,Southern Chitgar,5000000000.0,166666.67,3
128,3,1,1,1,Shahrake Apadana,5700000000.0,190000.0,3
115,3,1,1,1,Punak,6670000000.0,222333.33,3
377,4,1,1,1,Elahieh,31668000000.0,1055600.0,3
190,3,1,1,1,Punak,11400000000.0,380000.0,3
130,3,1,1,1,Yousef Abad,7800000000.0,260000.0,3
133,3,1,1,1,Dorous,8600000000.0,286666.67,3
143,3,1,1,1,Northern Janatabad,4400000000.0,146666.67,3
155,3,1,1,1,West Ferdows Boulevard,5000000000.0,166666.67,3
190,3,1,1,1,Gheitarieh,14000000000.0,466666.67,3
147,3,1,1,1,Heravi,9100000000.0,303333.33,3
194,3,1,1,1,Niavaran,19858000000.0,661933.33,3
84,3,1,1,1,Andisheh,1554000000.0,51800.0,3
127,3,1,1,1,Garden of Saba,5588000000.0,186266.67,3
145,3,1,1,1,Niavaran,14500000000.0,483333.33,3
235,3,1,1,1,Niavaran,20000000000.0,666666.67,3
192,3,1,1,1,Kamranieh,33490000000.0,1116333.33,3
160,3,1,1,1,Kamranieh,13120000000.0,437333.33,3
160,3,1,1,1,Niavaran,18400000000.0,613333.33,3
231,3,1,1,1,Zaferanieh,43197000000.0,1439900.0,3
120,3,1,1,1,Persian Gulf Martyrs Lake,1750000000.0,58333.33,3
195,3,1,1,1,Velenjak,19500000000.0,650000.0,3
142,3,1,1,1,Amirabad,5500000000.0,183333.33,3
350,4,1,1,1,Niavaran,80500000000.0,2683333.33,3
210,4,1,1,1,Niavaran,21000000000.0,700000.0,3
168,3,1,1,1,Aqdasieh,16000000000.0,533333.33,3
280,4,1,1,1,Velenjak,30800000000.0,1026666.67,3
180,3,1,1,1,Ajudaniye,13500000000.0,450000.0,3
300,4,1,1,1,Farmanieh,37000000000.0,1233333.33,3
220,3,1,1,1,Aqdasieh,35000000000.0,1166666.67,3
140,3,1,1,1,Andisheh,1484000000.0,49466.67,3
290,4,1,1,1,Farmanieh,36000000000.0,1200000.0,3
133,3,1,1,1,East Ferdows Boulevard,8000000000.0,266666.67,3
149,3,1,1,1,West Ferdows Boulevard,8642000000.0,288066.67,3
238,3,1,1,1,Velenjak,42840000000.0,1428000.0,3
114,3,1,1,1,Saadat Abad,6800000000.0,226666.67,3
146,3,1,1,1,Heravi,7600000000.0,253333.33,3
149,3,1,1,0,Mirdamad,9238000000.0,307933.33,2
190,3,1,1,1,Kook,13000000000.0,433333.33,3
226,4,1,1,1,Mahmoudieh,17000000000.0,566666.67,3
170,3,1,1,1,Punak,9350000000.0,311666.67,3
170,3,1,1,1,Niavaran,14000000000.0,466666.67,3
574,5,1,1,0,North Program Organization,60000000000.0,2000000.0,2
360,4,1,1,1,Niavaran,38000000000.0,1266666.67,3
120,3,1,1,1,Punak,6660000000.0,222000.0,3
150,3,1,1,1,Pasdaran,11456000000.0,381866.67,3
240,3,1,1,1,Velenjak,46000000000.0,1533333.33,3
120,3,1,1,1,Pardis,670000000.0,22333.33,3
105,3,1,1,0,Andisheh,3400000000.0,113333.33,2
130,3,1,1,1,Saadat Abad,10500000000.0,350000.0,3
290,3,1,1,1,Farmanieh,37000000000.0,1233333.33,3
290,4,1,1,1,Farmanieh,34000000000.0,1133333.33,3
200,3,1,1,1,Farmanieh,35000000000.0,1166666.67,3
200,3,1,1,1,Aqdasieh,34800000000.0,1160000.0,3
450,3,1,0,0,Damavand,3850000000.0,128333.33,1
140,3,1,1,1,Gheitarieh,8900000000.0,296666.67,3
150,3,1,1,1,Sadeghieh,5400000000.0,180000.0,3
160,3,1,1,1,Gheitarieh,9800000000.0,326666.67,3
403,5,1,0,0,Andisheh,13000000000.0,433333.33,1
405,5,1,1,0,Andisheh,11000000000.0,366666.67,2
400,5,1,1,0,Andisheh,11000000000.0,366666.67,2
145,3,1,1,1,Heravi,9000000000.0,300000.0,3
350,3,1,1,0,Pasdaran,1000000000.0,33333.33,2
200,3,1,1,1,Kook,12000000000.0,400000.0,3
115,3,1,1,1,Velenjak,12650000000.0,421666.67,3
107,3,1,1,1,Gheitarieh,6420000000.0,214000.0,3
120,3,1,1,1,Pardis,650000000.0,21666.67,3
160,3,0,1,0,Pakdasht,910000000.0,30333.33,1
160,3,1,1,1,Andisheh,3000000000.0,100000.0,3
200,3,1,1,1,Heravi,14950000000.0,498333.33,3
165,3,1,1,1,Aqdasieh,20000000000.0,666666.67,3
350,5,1,1,1,Gheitarieh,35000000000.0,1166666.67,3
154,3,1,1,1,Ostad Moein,4000000000.0,133333.33,3
145,3,1,1,1,Pasdaran,1450000000.0,48333.33,3
145,3,1,1,1,Gholhak,7850000000.0,261666.67,3
105,3,1,1,1,Ostad Moein,2910000000.0,97000.0,3
195,3,1,1,1,Gheitarieh,19000000000.0,633333.33,3
200,3,1,1,1,Zaferanieh,24000000000.0,800000.0,3
228,3,1,1,1,Zaferanieh,20292000000.0,676400.0,3
84,3,1,1,1,Shahran,3050000000.0,101666.67,3
130,3,1,1,1,Northern Suhrawardi,7800000000.0,260000.0,3
177,3,1,1,1,Velenjak,21700000000.0,723333.33,3
230,3,1,1,1,Farmanieh,22000000000.0,733333.33,3
310,3,1,1,1,Elahieh,45500000000.0,1516666.67,3
134,3,1,1,1,Andisheh,1100000000.0,36666.67,3
134,3,1,1,1,Andisheh,1100000000.0,36666.67,3
230,3,1,1,1,Farmanieh,20700000000.0,690000.0,3
238,3,1,1,1,Velenjak,46900000000.0,1563333.33,3
270,5,1,1,0,Aqdasieh,14500000000.0,483333.33,2
130,3,1,1,1,West Pars,6760000000.0,225333.33,3
123,3,1,1,1,East Ferdows Boulevard,5600000000.0,186666.67,3
170,3,1,1,1,Niavaran,22100000000.0,736666.67,3
220,3,1,1,1,Niavaran,19800000000.0,660000.0,3
193,3,1,1,1,Kook,13000000000.0,433333.33,3
138,3,1,1,1,Islamshahr,1690000000.0,56333.33,3
146,3,1,1,1,Saadat Abad,10800000000.0,360000.0,3
90,3,1,1,0,Salsabil,2550000000.0,85000.0,2
130,3,1,1,1,Shahrake Gharb,14300000000.0,476666.67,3
132,3,1,1,1,Pasdaran,9900000000.0,330000.0,3
