Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(usd),Score
95,2,1,1,1,Southern Janatabad,4400000000.0,146666.67,3
170,3,1,1,1,Gheitarieh,15400000000.0,513333.33,3
175,3,1,1,1,Shahrake Gharb,22750000000.0,758333.33,3
115,3,1,1,1,Punak,4500000000.0,150000.0,3
113,2,1,1,1,Punak,4300000000.0,143333.33,3
85,2,1,1,1,Punak,3380000000.0,112666.67,3
140,3,1,1,1,Saadat Abad,10000000000.0,333333.33,3
90,2,1,1,1,Saadat Abad,6500000000.0,216666.67,3
75,2,1,1,1,Central Janatabad,3220000000.0,107333.33,3
130,3,1,1,1,Punak,6240000000.0,208000.0,3
91,2,1,1,1,Punak,3350000000.0,111666.67,3
121,3,1,1,1,Persian Gulf Martyrs Lake,3650000000.0,121666.67,3
140,3,1,1,1,Saadat Abad,15500000000.0,516666.67,3
126,2,1,1,1,East Ferdows Boulevard,5500000000.0,183333.33,3
450,2,1,1,0,Absard,4200000000.0,140000.0,2
500,2,1,1,0,Absard,3900000000.0,130000.0,2
145,3,1,1,1,Haft Tir,4700000000.0,156666.67,3
81,2,1,1,1,Shahrake Qods,810000000.0,27000.0,3
64,2,1,1,1,Shahr-e-Ziba,2200000000.0,73333.33,3
112,2,1,1,1,Shahr-e-Ziba,3680000000.0,122666.67,3
192,3,1,1,1,Marzdaran,12670000000.0,422333.33,3
164,3,1,1,1,Marzdaran,10000000000.0,333333.33,3
135,3,1,1,1,Pasdaran,8100000000.0,270000.0,3
170,3,1,1,1,Mahallati,9200000000.0,306666.67,3
130,3,1,1,1,Mahallati,5200000000.0,173333.33,3
84,2,1,1,1,Shahran,3400000000.0,113333.33,3
82,2,1,1,1,Shahran,3550000000.0,118333.33,3
265,3,1,1,1,Farmanieh,20000000000.0,666666.67,3
145,3,1,1,1,Pasdaran,15500000000.0,516666.67,3
63,2,1,1,1,Southern Janatabad,2000000000.0,66666.67,3
70,2,1,1,1,Southern Janatabad,1950000000.0,65000.0,3
92,2,1,1,1,Feiz Garden,3900000000.0,130000.0,3
98,2,1,1,1,Pasdaran,7800000000.0,260000.0,3
90,2,1,1,1,Ozgol,5000000000.0,166666.67,3
59,2,1,1,1,Southern Janatabad,1900000000.0,63333.33,3
63,2,1,1,1,Southern Janatabad,2000000000.0,66666.67,3
60,2,1,1,1,Southern Janatabad,2200000000.0,73333.33,3
70,2,1,1,1,Southern Janatabad,2500000000.0,83333.33,3
165,3,1,1,1,Pasdaran,10500000000.0,350000.0,3
135,2,1,1,1,Zaferanieh,17500000000.0,583333.33,3
86,2,1,1,1,Southern Janatabad,3600000000.0,120000.0,3
109,2,1,1,1,Heravi,6000000000.0,200000.0,3
98,2,1,1,0,Narmak,2842000000.0,94733.33,2
80,2,1,1,1,Central Janatabad,3120000000.0,104000.0,3
143,3,1,1,1,Gheitarieh,8860000000.0,295333.33,3
95,2,1,1,1,Saadat Abad,4550000000.0,151666.67,3
86,2,1,1,1,Punak,3700000000.0,123333.33,3
160,3,1,1,1,Gheitarieh,10000000000.0,333333.33,3
200,3,1,1,1,Pasdaran,16580000000.0,552666.67,3
350,3,1,1,1,Zaferanieh,52500000000.0,1750000.0,3
87,2,1,1,1,Northern Janatabad,3550000000.0,118333.33,3
82,2,1,1,1,West Ferdows Boulevard,3450000000.0,115000.0,3
148,3,1,1,1,Ekhtiarieh,8400000000.0,280000.0,3
100,2,1,1,0,Southern Janatabad,3800000000.0,126666.67,2
130,3,1,1,1,Central Janatabad,5300000000.0,176666.67,3
335,4,1,1,1,Saadat Abad,33500000000.0,1116666.67,3
320,4,1,1,1,Saadat Abad,40000000000.0,1333333.33,3
192,3,1,1,1,Saadat Abad,19500000000.0,650000.0,3
100,2,1,1,1,Gheitarieh,8000000000.0,266666.67,3
148,3,1,1,1,Saadat Abad,14800000000.0,493333.33,3
145,2,1,1,1,Shahrake Gharb,14700000000.0,490000.0,3
192,4,1,1,1,Saadat Abad,22000000000.0,733333.33,3
235,3,1,1,1,North Program Organization,16450000000.0,548333.33,3
225,3,1,1,1,Heravi,15750000000.0,525000.0,3
221,4,1,1,1,Saadat Abad,25000000000.0,833333.33,3
312,4,1,1,1,Farmanieh,45000000000.0,1500000.0,3
188,3,1,1,1,Ozgol,17672000000.0,589066.67,3
170,2,1,1,1,Farmanieh,12400000000.0,413333.33,3
198,3,1,1,1,Farmanieh,27720000000.0,924000.0,3
80,2,1,1,1,North Program Organization,3100000000.0,103333.33,3
170,3,1,1,1,Niavaran,18700000000.0,623333.33,3
110,2,1,1,1,Tajrish,6600000000.0,220000.0,3
650,2,1,1,0,Absard,5200000000.0,173333.33,2
200,3,1,1,1,Saadat Abad,12000000000.0,400000.0,3
101,3,1,1,1,Ekhtiarieh,6500000000.0,216666.67,3
104,2,1,1,1,Feiz Garden,3850000000.0,128333.33,3
70,2,1,1,1,Northern Janatabad,3200000000.0,106666.67,3
76,2,1,1,0,Shahr-e-Ziba,2570000000.0,85666.67,2
110,2,1,1,1,Feiz Garden,4300000000.0,143333.33,3
160,2,1,1,1,Pasdaran,16200000000.0,540000.0,3
179,3,1,1,1,Dorous,13800000000.0,460000.0,3
256,3,1,1,1,Dorous,18500000000.0,616666.67,3
90,2,1,1,1,Feiz Garden,3850000000.0,128333.33,3
77,2,1,1,1,Shahr-e-Ziba,2570000000.0,85666.67,3
96,2,1,1,1,Pasdaran,5600000000.0,186666.67,3
79,2,1,1,1,Abazar,3000000000.0,100000.0,3
125,2,1,1,1,Shahr-e-Ziba,6400000000.0,213333.33,3
75,2,1,1,0,Shahr-e-Ziba,1890000000.0,63000.0,2
75,2,1,1,0,Shahr-e-Ziba,1890000000.0,63000.0,2
91,2,1,1,1,Saadat Abad,5400000000.0,180000.0,3
105,2,1,1,1,Parand,1417500000.0,47250.0,3
66,2,1,1,1,Ostad Moein,1585000000.0,52833.33,3
86,2,1,1,1,Southern Janatabad,3270000000.0,109000.0,3
72,2,1,1,0,Northern Janatabad,2380000000.0,79333.33,2
148,2,1,0,1,Koohsar,4500000000.0,150000.0,2
84,2,1,1,1,Saadat Abad,4600000000.0,153333.33,3
128,2,1,1,1,Niavaran,12800000000.0,426666.67,3
140,3,1,1,1,Pasdaran,11800000000.0,393333.33,3
115,2,1,1,1,Ekhtiarieh,7400000000.0,246666.67,3
105,2,1,1,1,Saadat Abad,5700000000.0,190000.0,3
87,2,1,1,1,Pardis,650000000.0,21666.67,3
75,2,1,1,0,Shahr-e-Ziba,1890000000.0,63000.0,2
103,2,1,1,1,Hekmat,9270000000.0,309000.0,3
140,3,1,1,1,Punak,7700000000.0,256666.67,3
257,4,1,1,1,Persian Gulf Martyrs Lake,12850000000.0,428333.33,3
82,2,1,1,1,Punak,4018000000.0,133933.33,3
167,3,1,1,1,Punak,10688000000.0,356266.67,3
82,2,1,1,1,Sattarkhan,4100000000.0,136666.67,3
75,2,1,1,1,West Ferdows Boulevard,2800000000.0,93333.33,3
98,2,1,1,1,West Ferdows Boulevard,4520000000.0,150666.67,3
75,2,1,1,0,Shahr-e-Ziba,1890000000.0,63000.0,2
75,2,1,1,0,Shahr-e-Ziba,1890000000.0,63000.0,2
85,2,1,1,1,Jeyhoon,2100000000.0,70000.0,3
75,2,1,1,0,Shahr-e-Ziba,1890000000.0,63000.0,2
246,3,1,1,1,Ekhtiarieh,22500000000.0,750000.0,3
168,3,1,1,1,Gheitarieh,14000000000.0,466666.67,3
280,4,1,1,1,Saadat Abad,38500000000.0,1283333.33,3
75,2,1,1,0,Shahr-e-Ziba,1890000000.0,63000.0,2
84,2,1,1,1,Pardis,680000000.0,22666.67,3
75,2,1,1,0,Shahr-e-Ziba,1890000000.0,63000.0,2
108,2,1,1,1,Gisha,5180000000.0,172666.67,3
70,2,1,1,1,Southern Janatabad,3370000000.0,112333.33,3
180,3,1,1,1,Pasdaran,9900000000.0,330000.0,3
135,3,1,1,1,Abazar,6480000000.0,216000.0,3
75,2,1,1,0,Shahr-e-Ziba,1890000000.0,63000.0,2
108,2,1,1,1,Farmanieh,6200000000.0,206666.67,3
91,2,1,1,1,Ekhtiarieh,5180000000.0,172666.67,3
120,2,1,1,1,Gheitarieh,8900000000.0,296666.67,3
112,2,1,1,0,Gheitarieh,7500000000.0,250000.0,2
75,2,1,1,0,Shahr-e-Ziba,1890000000.0,63000.0,2
123,2,1,1,1,Pirouzi,4059000000.0,135300.0,3
69,2,1,1,1,Pirouzi,1800000000.0,60000.0,3
80,2,1,1,1,Ostad Moein,2150000000.0,71666.67,3
180,3,1,1,1,East Ferdows Boulevard,9360000000.0,312000.0,3
164,3,1,1,1,East Ferdows Boulevard,9840000000.0,328000.0,3
213,3,1,1,1,East Ferdows Boulevard,14484000000.0,482800.0,3
100,2,1,1,1,Shahr-e-Ziba,3400000000.0,113333.33,3
75,2,1,1,0,Shahr-e-Ziba,1890000000.0,63000.0,2
300,3,1,1,1,Niavaran,55500000000.0,1850000.0,3
126,3,1,1,1,Ostad Moein,3000000000.0,100000.0,3
85,2,1,1,1,Majidieh,2500000000.0,83333.33,3
75,2,1,1,0,Shahr-e-Ziba,1890000000.0,63000.0,2
79,2,1,1,1,Jeyhoon,1817000000.0,60566.67,3
105,2,1,1,1,Pardis,1000000000.0,33333.33,3
105,2,1,1,1,Saadat Abad,7700000000.0,256666.67,3
160,2,1,1,1,Pardis,1930000000.0,64333.33,3
100,2,1,1,1,Pardis,585000000.0,19500.0,3
125,3,1,1,1,Saadat Abad,12500000000.0,416666.67,3
94,2,1,0,1,Pardis,990000000.0,33000.0,2
75,2,1,0,1,Parastar,2300000000.0,76666.67,2
99,3,1,1,1,North Program Organization,4190000000.0,139666.67,3
90,2,1,1,1,Shahr-e-Ziba,4099000000.0,136633.33,3
129,3,1,1,1,Shahr-e-Ziba,4500000000.0,150000.0,3
245,3,1,1,1,Aqdasieh,36500000000.0,1216666.67,3
102,2,1,1,0,Parastar,2030000000.0,67666.67,2
141,3,1,1,1,Pakdasht,1225000000.0,40833.33,3
96,2,1,1,1,Shahr-e-Ziba,3840000000.0,128000.0,3
155,3,1,1,1,Heravi,8600000000.0,286666.67,3
300,3,1,1,1,Farmanieh,55500000000.0,1850000.0,3
87,2,1,1,1,Gheitarieh,6264000000.0,208800.0,3
87,2,1,1,1,Gheitarieh,6264000000.0,208800.0,3
105,2,1,1,1,Gheitarieh,6200000000.0,206666.67,3
88,2,1,1,1,East Ferdows Boulevard,3700000000.0,123333.33,3
101,2,1,1,1,West Ferdows Boulevard,3700000000.0,123333.33,3
160,2,1,1,1,Pardis,1930000000.0,64333.33,3
130,2,1,1,1,Southern Chitgar,3250000000.0,108333.33,3
150,3,1,1,1,Karimkhan,7800000000.0,260000.0,3
144,2,1,1,1,Railway,6600000000.0,220000.0,3
91,2,1,1,1,Southern Janatabad,4500000000.0,150000.0,3
68,2,1,1,1,West Ferdows Boulevard,2200000000.0,73333.33,3
133,3,1,1,1,Rudhen,2260000000.0,75333.33,3
71,2,1,1,1,Si Metri Ji,1633000000.0,54433.33,3
132,2,1,1,1,Rudhen,2244000000.0,74800.0,3
95,2,1,1,1,Abazar,5600000000.0,186666.67,3
95,2,1,1,1,Abazar,4500000000.0,150000.0,3
102,2,1,1,1,Abazar,5200000000.0,173333.33,3
120,2,1,1,1,Abazar,6250000000.0,208333.33,3
117,3,1,1,1,East Ferdows Boulevard,4600000000.0,153333.33,3
85,2,1,1,1,Jeyhoon,1900000000.0,63333.33,3
101,2,1,0,1,Pirouzi,3130000000.0,104333.33,2
65,2,1,1,0,Feiz Garden,1960000000.0,65333.33,2
91,2,1,1,1,Punak,3230000000.0,107666.67,3
105,2,1,1,1,Pardis,690000000.0,23000.0,3
86,2,1,1,1,Central Janatabad,3480000000.0,116000.0,3
200,3,1,1,1,Farmanieh,35000000000.0,1166666.67,3
87,2,1,1,1,Pardis,760000000.0,25333.33,3
103,2,1,1,1,Shahran,3550000000.0,118333.33,3
81,2,1,1,1,East Pars,2891700000.0,96390.0,3
73,2,1,1,1,Feiz Garden,2600000000.0,86666.67,3
90,2,1,1,1,Northern Chitgar,455000000.0,15166.67,3
134,3,1,1,1,Andisheh,1600000000.0,53333.33,3
108,2,1,1,0,Pardis,1300000000.0,43333.33,2
86,2,1,1,1,Pardis,610000000.0,20333.33,3
110,2,1,1,0,Pardis,1870000000.0,62333.33,2
88,2,1,1,1,Pardis,740000000.0,24666.67,3
85,2,1,1,1,Pardis,780000000.0,26000.0,3
100,2,1,1,1,Pirouzi,3000000000.0,100000.0,3
87,2,1,1,1,Pardis,715000000.0,23833.33,3
191,3,1,1,1,Farmanieh,18145000000.0,604833.33,3
91,2,1,1,1,Salsabil,2093000000.0,69766.67,3
282,3,1,1,1,Farmanieh,36660000000.0,1222000.0,3
282,2,1,1,1,Niavaran,30000000000.0,1000000.0,3
210,3,1,1,1,Farmanieh,23100000000.0,770000.0,3
87,2,1,1,1,Pardis,650000000.0,21666.67,3
170,2,1,1,1,Kook,7140000000.0,238000.0,3
89,2,1,1,1,Moniriyeh,2047000000.0,68233.33,3
64,2,1,1,1,Saadat Abad,3200000000.0,106666.67,3
89,2,1,1,1,Northern Janatabad,3100000000.0,103333.33,3
135,3,1,1,1,Zaferanieh,11800000000.0,393333.33,3
105,2,1,1,1,Air force,3990000000.0,133000.0,3
320,4,1,1,1,Saadat Abad,40000000000.0,1333333.33,3
111,2,1,1,1,Saadat Abad,6800000000.0,226666.67,3
133,3,1,1,1,Sohanak,7448000000.0,248266.67,3
112,2,1,1,1,Gheitarieh,8200000000.0,273333.33,3
147,3,1,1,1,Ekhtiarieh,8400000000.0,280000.0,3
150,3,1,1,1,Saadat Abad,12000000000.0,400000.0,3
220,3,1,1,1,Ekhtiarieh,15000000000.0,500000.0,3
66,2,1,1,1,Narmak,2510000000.0,83666.67,3
75,2,1,1,0,Shahr-e-Ziba,1880000000.0,62666.67,2
180,3,1,1,1,Aqdasieh,12600000000.0,420000.0,3
103,2,1,1,1,Saadat Abad,5200000000.0,173333.33,3
115,2,1,1,1,Pasdaran,11000000000.0,366666.67,3
115,2,1,1,1,Andisheh,1900000000.0,63333.33,3
150,3,1,1,1,Narmak,8400000000.0,280000.0,3
78,2,1,1,1,Qasr-od-Dasht,2000000000.0,66666.67,3
100,2,1,1,1,Persian Gulf Martyrs Lake,1000000000.0,33333.33,3
90,2,1,1,1,Punak,4200000000.0,140000.0,3
235,3,1,1,1,Gheitarieh,24000000000.0,800000.0,3
70,2,1,1,1,Punak,2800000000.0,93333.33,3
86,2,1,1,1,Punak,4200000000.0,140000.0,3
79,2,1,1,1,Pardis,550000000.0,18333.33,3
88,2,1,1,1,Central Janatabad,3600000000.0,120000.0,3
145,3,1,1,1,Qalandari,13000000000.0,433333.33,3
64,2,1,1,0,Jeyhoon,1500000000.0,50000.0,2
135,3,1,1,1,Saadat Abad,11475000000.0,382500.0,3
87,2,1,1,1,Pardis,540000000.0,18000.0,3
84,2,1,1,1,Pardis,550000000.0,18333.33,3
300,4,1,1,1,Zaferanieh,42000000000.0,1400000.0,3
137,3,1,1,1,Zaferanieh,10000000000.0,333333.33,3
105,2,1,1,1,Velenjak,9500000000.0,316666.67,3
145,2,1,1,1,Zaferanieh,11000000000.0,366666.67,3
84,2,1,1,1,Pardis,560000000.0,18666.67,3
