Area,Room,Price
68,1,2450000000.0
61,1,1850000000.0
68,2,2200000000.0
64,1,680000000.0
55,1,1570000000.0
60,1,295000000.0
54,1,1500000000.0
57,1,1880000000.0
65,2,1960000000.0
60,1,1850000000.0
51,1,2020000000.0
64,2,3200000000.0
65,1,3250000000.0
65,1,2650000000.0
67,1,3450000000.0
66,2,2510000000.0
68,1,3570000000.0
58,1,2650000000.0
48,1,2250000000.0
64,2,1500000000.0
50,1,1260000000.0
65,2,2350000000.0
67,2,2200000000.0
68,2,2700000000.0
62,2,2750000000.0
51,1,1300000000.0
67,2,2400000000.0
43,1,2080000000.0
60,1,295000000.0
58,2,2080000000.0
61,1,2180000000.0
51,1,1275000000.0
60,1,2450000000.0
53,1,1920000000.0
45,1,1200000000.0
58,1,1900000000.0
66,1,3300000000.0
66,1,1090000000.0
48,1,810000000.0
63,1,2000000000.0
55,1,1090000000.0
66,2,2700000000.0
46,1,450000000.0
40,1,350000000.0
58,1,2750000000.0
55,1,850000000.0
50,1,1500000000.0
50,1,1750000000.0
58,1,2050000000.0
57,1,1950000000.0
50,1,1200000000.0
64,2,960000000.0
61,2,1100000000.0
57,1,1600000000.0
44,1,585000000.0
54,2,1850000000.0
68,2,1100000000.0
68,2,1100000000.0
63,2,2100000000.0
57,1,2000000000.0
60,2,3450000000.0
49,1,460000000.0
63,1,2080000000.0
45,1,1900000000.0
63,1,2350000000.0
60,1,3600000000.0
55,1,1830000000.0
55,1,2000000000.0
62,2,2100000000.0
55,1,1900000000.0
51,1,1720000000.0
62,1,950000000.0
51,2,1050000000.0
62,2,3400000000.0
60,1,2450000000.0
65,1,3500000000.0
62,1,1100000000.0
49,1,380000000.0
48,1,995000000.0
68,2,1550000000.0
60,1,1380000000.0
38,1,850000000.0
50,1,750000000.0
54,1,2150000000.0
57,1,2050000000.0
63,2,870000000.0
68,1,1950000000.0
48,1,1900000000.0
56,1,1980000000.0
58,1,2080000000.0
50,1,1900000000.0
60,2,2100000000.0
60,1,1920000000.0
57,1,2300000000.0
50,1,1950000000.0
58,1,1850000000.0
54,1,2050000000.0
55,1,1920000000.0
58,1,1850000000.0
60,1,1800000000.0
53,1,2120000000.0
55,1,1780000000.0
58,1,1860000000.0
58,1,1880000000.0
56,1,2000000000.0
60,2,1950000000.0
53,1,470000000.0
66,2,1585000000.0
53,1,540000000.0
52,1,2300000000.0
65,2,2150000000.0
48,1,400000000.0
56,1,2240000000.0
66,2,1580000000.0
64,1,900000000.0
50,1,1950000000.0
64,1,1050000000.0
68,2,1970000000.0
50,1,1950000000.0
57,1,1600000000.0
50,1,1980000000.0
55,1,1950000000.0
66,2,1800000000.0
62,1,2400000000.0
65,2,2700000000.0
64,2,2100000000.0
62,2,2200000000.0
68,2,2100000000.0
67,2,2200000000.0
64,2,2050000000.0
64,2,1500000000.0
50,1,1900000000.0
57,1,2750000000.0
65,2,2380000000.0
45,1,1030000000.0
60,1,3350000000.0
50,1,1500000000.0
66,2,2250000000.0
65,2,1750000000.0
64,2,2090000000.0
63,1,1280000000.0
55,1,1900000000.0
50,1,1850000000.0
44,1,1390000000.0
65,1,2220000000.0
62,1,2170000000.0
60,1,3300000000.0
63,1,5600000000.0
67,2,3500000000.0
49,1,2300000000.0
40,0,650000000.0
66,2,1585000000.0
53,1,2430000000.0
54,1,500000000.0
63,1,1280000000.0
66,2,1585000000.0
63,1,3500000000.0
56,1,1950000000.0
60,2,1650000000.0
54,1,2000000000.0
65,2,1900000000.0
54,1,2000000000.0
56,1,1900000000.0
60,1,3250000000.0
62,2,3500000000.0
65,1,1880000000.0
68,2,2450000000.0
68,1,3100000000.0
65,1,2250000000.0
58,1,2850000000.0
44,1,790000000.0
68,2,2200000000.0
44,1,1030000000.0
65,2,2760000000.0
68,2,1380000000.0
60,2,1500000000.0
55,2,1280000000.0
60,1,3300000000.0
67,2,2000000000.0
62,1,1380000000.0
55,1,1750000000.0
62,1,2250000000.0
65,1,3100000000.0
51,1,1380000000.0
37,1,355000000.0
45,1,1580000000.0
53,1,1920000000.0
56,1,2450000000.0
67,2,2380000000.0
65,1,4225000000.0
54,1,3500000000.0
42,1,1050000000.0
56,1,2850000000.0
41,1,2530000000.0
40,1,880000000.0
46,1,750000000.0
60,1,1020000000.0
68,2,2300000000.0
45,1,1300000000.0
42,1,975000000.0
68,2,2200000000.0
60,2,2050000000.0
67,2,2120000000.0
66,2,1580000000.0
60,2,1450000000.0
43,1,1800000000.0
64,2,920000000.0
48,1,1048000000.0
48,1,995000000.0
66,2,1580000000.0
45,1,395000000.0
55,1,4000000000.0
60,2,1680000000.0
54,1,830000000.0
65,2,1650000000.0
63,1,1380000000.0
57,1,1200000000.0
65,2,2000000000.0
49,1,2694000000.0
65,1,1690000000.0
62,2,3300000000.0
65,2,2250000000.0
57,1,1890000000.0
43,1,1200000000.0
65,2,2050000000.0
63,2,1340000000.0
53,1,1500000000.0
50,1,810000000.0
60,2,950000000.0
60,1,875000000.0
65,2,1400000000.0
53,1,1420000000.0
43,1,1250000000.0
42,1,960000000.0
50,1,2500000000.0
55,1,2300000000.0
47,1,2100000000.0
65,2,2250000000.0
68,2,2230000000.0
67,2,2600000000.0
65,1,2700000000.0
58,1,2850000000.0
63,1,882000000.0
60,1,780000000.0
60,1,295000000.0
49,1,3150000000.0
63,2,1638000000.0
56,1,2250000000.0
63,2,2250000000.0
60,1,875000000.0
53,1,395000000.0
62,2,2200000000.0
48,1,1750000000.0
66,2,1580000000.0
57,1,2900000000.0
62,1,2650000000.0
65,2,3100000000.0
65,1,2800000000.0
68,2,2900000000.0
60,1,4650000000.0
52,1,2750000000.0
60,2,2850000000.0
60,2,2850000000.0
62,1,510000000.0
66,2,4250000000.0
60,1,2400000000.0
47,1,850000000.0
59,1,1600000000.0
50,1,1000000000.0
56,1,2200000000.0
57,1,1750000000.0
60,1,2190000000.0
54,1,2000000000.0
50,2,1820000000.0
66,2,2270000000.0
52,1,3700000000.0
66,1,720000000.0
64,2,1980000000.0
65,2,2000000000.0
60,1,875000000.0
60,1,870000000.0
58,2,1200000000.0
60,1,2100000000.0
61,1,1318000000.0
62,2,1400000000.0
57,1,1320000000.0
56,2,1500000000.0
67,2,1500000000.0
67,2,2300000000.0
60,2,2300000000.0
65,1,535000000.0
60,1,900000000.0
61,2,1040000000.0
67,2,2280000000.0
60,2,2650000000.0
58,1,3400000000.0
57,1,2400000000.0
40,0,165000000.0
66,2,1000000000.0
65,2,1450000000.0
50,1,360000000.0
45,1,1200000000.0
53,1,1350000000.0
50,1,500000000.0
43,0,360000000.0
55,1,550000000.0
56,1,1200000000.0
50,1,650000000.0
40,1,720000000.0
68,2,2150000000.0
50,1,830000000.0
65,2,2250000000.0
62,2,930000000.0
37,1,830000000.0
41,1,770000000.0
57,2,1265000000.0
63,2,1260000000.0
64,2,2240000000.0
65,2,1200000000.0
44,1,570000000.0
43,1,800000000.0
56,1,950000000.0
40,1,870000000.0
51,2,1850000000.0
51,1,900000000.0
48,1,820000000.0
68,2,2500000000.0
44,1,770000000.0
44,1,1050000000.0
42,1,960000000.0
63,1,4000000000.0
57,1,1930000000.0
68,2,2700000000.0
62,1,620000000.0
56,1,2200000000.0
50,1,380000000.0
44,1,1000000000.0
46,1,1150000000.0
67,2,1070000000.0
49,1,110000000.0
65,2,1220000000.0
66,2,1187000000.0
58,2,1210000000.0
67,2,1215000000.0
67,2,1440000000.0
60,1,920000000.0
67,1,1415000000.0
65,2,1310000000.0
62,2,1350000000.0
37,1,999000000.0
53,1,450000000.0
39,1,370000000.0
48,1,830000000.0
40,1,1380000000.0
47,1,1050000000.0
65,1,2500000000.0
50,1,410000000.0
41,1,815000000.0
40,1,800000000.0
60,2,650000000.0
60,1,1200000000.0
60,1,1200000000.0
41,1,815000000.0
52,1,665000000.0
66,2,2650000000.0
51,1,1250000000.0
66,2,2460000000.0
40,1,1250000000.0
50,1,3000000000.0
65,2,2150000000.0
57,1,750000000.0
60,2,650000000.0
68,2,2300000000.0
68,2,2300000000.0
43,1,1330000000.0
55,1,1900000000.0
58,1,315000000.0
62,1,1440000000.0
65,2,2200000000.0
60,1,1530000000.0
35,1,660000000.0
54,1,1100000000.0
54,1,901000000.0
61,1,838000000.0
49,1,1078000000.0
55,2,1349550000.0
41,1,840000000.0
64,2,1100000000.0
32,1,610000000.0
52,1,960000000.0
50,1,640000000.0
32,1,940000000.0
40,1,1150000000.0
50,1,755000000.0
45,1,745000000.0
65,2,1280000000.0
51,1,1150000000.0
55,2,1000000000.0
38,1,1140000000.0
58,1,2000000000.0
67,2,1200000000.0
57,1,870000000.0
53,2,1100000000.0
62,2,350000000.0
60,1,1130000000.0
52,1,1100000000.0
52,1,1150100000.0
45,1,965000000.0
60,1,3000000000.0
65,2,1430000000.0
51,1,870000000.0
65,1,2170000000.0
60,1,1200000000.0
55,1,1600000000.0
43,1,750000000.0
62,1,580000000.0
64,2,1790000000.0
66,1,297000000.0
63,2,1670000000.0
59,2,1600000000.0
66,2,2000000000.0
55,1,1540000000.0
63,2,410000000.0
50,1,380000000.0
66,2,2950000000.0
62,1,1860000000.0
55,1,1550000000.0
58,1,2050000000.0
42,1,1750000000.0
66,2,2200000000.0
65,1,2450000000.0
39,1,760000000.0
60,2,1850000000.0
57,2,1600000000.0
39,1,800000000.0
47,1,870000000.0
60,1,2210000000.0
63,2,1390000000.0
50,1,1250000000.0
51,1,610000000.0
55,1,660000000.0
50,1,3250000000.0
62,1,1530000000.0
50,1,375000000.0
50,1,850000000.0
47,1,695000000.0
58,1,400000000.0
55,2,1870000000.0
60,1,430000000.0
57,1,3600000000.0
63,1,1200000000.0
42,1,835000000.0
52,1,375000000.0
49,1,1020000000.0
47,1,295000000.0
60,1,660000000.0
58,1,320000000.0
58,1,320000000.0
68,2,310000000.0
60,1,660000000.0
65,2,780000000.0
52,1,670000000.0
62,2,1750000000.0
58,1,255000000.0
58,5,295000000.0
45,1,1250000000.0
58,1,275000000.0
59,1,2100000000.0
41,1,780000000.0
66,1,1850000000.0
59,2,1070000000.0
58,2,1270000000.0
46,1,1013000000.0
67,1,2600000000.0
57,2,1090000000.0
50,1,1000000000.0
62,1,1020000000.0
53,1,900000000.0
55,1,305000000.0
58,1,305000000.0
64,1,350000000.0
63,1,2153000000.0
50,0,345000000.0
57,1,3700000000.0
66,2,1750000000.0
45,1,990000000.0
61,1,1800000000.0
62,1,710000000.0
40,1,260000000.0
37,1,345000000.0
60,1,600000000.0
60,1,875000000.0
51,1,670000000.0
65,1,360000000.0
60,1,390000000.0
48,1,210000000.0
65,2,2500000000.0
57,1,450000000.0
68,1,815000000.0
58,1,255000000.0
60,1,1985000000.0
63,1,1134000000.0
56,1,1900000000.0
60,1,420000000.0
50,2,330000000.0
65,4,8500000000.0
40,1,1500000000.0
61,1,1490000000.0
58,1,295000000.0
58,2,754000000.0
60,2,2100000000.0
54,1,260000000.0
50,1,250000000.0
38,1,650000000.0
57,1,1600000000.0
45,1,890000000.0
65,1,3490000000.0
63,2,2600000000.0
45,1,890000000.0
40,1,1000000000.0
65,2,1330000000.0
55,1,1580000000.0
63,1,1380000000.0
37,1,570000000.0
68,1,2100000000.0
60,1,2000000000.0
50,2,730000000.0
60,1,830000000.0
37,1,620000000.0
33,1,560000000.0
59,1,880000000.0
65,2,1550000000.0
52,1,1250000000.0
50,1,850000000.0
50,1,715000000.0
55,1,1100000000.0
46,1,700000000.0
55,2,1020000000.0
68,2,1970000000.0
40,1,1050000000.0
63,1,1350000000.0
42,1,900000000.0
39,1,550000000.0
55,2,450000000.0
50,1,1250000000.0
53,1,1113000000.0
60,1,2750000000.0
63,2,1890000000.0
43,1,1200000000.0
50,1,1200000000.0
60,1,1120000000.0
55,1,1420000000.0
55,1,450000000.0
55,1,1155000000.0
60,1,1400000000.0
65,2,600000000.0
48,1,995000000.0
67,2,2170000000.0
53,2,1100000000.0
53,1,1500000000.0
47,1,800000000.0
44,1,1040000000.0
37,1,950000000.0
51,1,858500000.0
63,1,1280000000.0
48,1,710000000.0
62,1,806000000.0
48,1,740000000.0
57,1,1600000000.0
55,3,1650000000.0
48,1,1350000000.0
49,1,900000000.0
60,2,1380000000.0
60,1,870000000.0
56,2,1550000000.0
65,2,2620000000.0
68,2,1320000000.0
68,2,1970000000.0
44,1,1050000000.0
68,2,1970000000.0
66,1,750000000.0
68,2,2930000000.0
60,2,2550000000.0
62,2,2250000000.0
57,1,1600000000.0
59,1,1950000000.0
55,1,1450000000.0
62,2,2100000000.0
66,1,520000000.0
38,1,320000000.0
45,1,680000000.0
65,1,510000000.0
40,1,1145000000.0
50,1,2200000000.0
45,1,218000000.0
68,1,5000000000.0
50,1,240000000.0
55,1,330000000.0
58,1,235000000.0
43,1,700000000.0
58,1,255000000.0
65,1,320000000.0
58,1,3000000000.0
50,1,1745000000.0
67,2,3150000000.0
55,1,1050000000.0
42,1,930000000.0
62,2,2100000000.0
41,1,790000000.0
57,1,990000000.0
50,1,1500000000.0
54,1,2820000000.0
59,1,1150000000.0
60,2,1450000000.0
60,1,740000000.0
52,1,4600000000.0
65,1,1530000000.0
60,1,2280000000.0
65,2,2400000000.0
66,2,2620000000.0
60,1,2700000000.0
46,1,1650000000.0
60,1,1900000000.0
63,1,1620000000.0
58,1,1300000000.0
68,2,510000000.0
55,1,1400000000.0
48,1,800000000.0
44,1,1650000000.0
58,1,2500000000.0
64,2,2240000000.0
56,3,900000000.0
57,1,9800000000.0
68,2,2200000000.0
55,1,2250000000.0
43,1,900000000.0
41,2,790000000.0
56,2,515000000.0
50,1,1200000000.0
40,1,830000000.0
46,1,940000000.0
62,1,2100000000.0
50,1,710000000.0
66,1,600000000.0
58,1,2200000000.0
35,1,990000000.0
55,1,2050000000.0
40,1,810000000.0
68,2,1500000000.0
44,1,649000000.0
68,2,1320000000.0
64,2,1900000000.0
51,1,850000000.0
43,1,725000000.0
65,1,2340000000.0
68,1,4115000000.0
65,2,1750000000.0
59,1,2000000000.0
58,1,2350000000.0
56,1,668000000.0
50,2,730000000.0
47,1,800000000.0
40,1,750000000.0
65,1,3490000000.0
50,1,810000000.0
42,1,920000000.0
60,1,18000000000.0
45,1,800000000.0
55,1,1100000000.0
63,1,1380000000.0
61,1,1180000000.0
60,2,1620000000.0
62,1,1670000000.0
62,1,875000000.0
42,1,1760000000.0
63,2,1800000000.0
63,1,800000000.0
55,1,2150000000.0
56,1,1890000000.0
48,1,950000000.0
39,1,1170000000.0
67,1,2150000000.0
62,2,2200000000.0
65,1,1880000000.0
62,2,2300000000.0
68,2,2050000000.0
63,2,1880000000.0
58,1,500000000.0
67,1,6700000000.0
55,1,2750000000.0
30,0,500000000.0
64,1,645000000.0
62,2,2300000000.0
53,1,2300000000.0
68,2,1680000000.0
62,1,682000000.0
40,2,830000000.0
57,1,1700000000.0
40,1,790000000.0
35,1,780000000.0
48,1,1280000000.0
45,1,880000000.0
50,1,1250000000.0
61,1,2000000000.0
47,1,1050000000.0
65,2,1900000000.0
44,1,945000000.0
58,1,1270000000.0
65,2,2350000000.0
48,1,740000000.0
44,1,1000000000.0
60,1,300000000.0
60,1,300000000.0
68,2,2150000000.0
55,1,797500000.0
60,1,295000000.0
54,1,760000000.0
55,2,2150000000.0
65,2,1900000000.0
60,2,1520000000.0
68,1,1400000000.0
42,1,640000000.0
63,1,2200000000.0
62,1,350000000.0
65,2,1550000000.0
59,1,708000000.0
65,1,340000000.0
60,2,1280000000.0
57,2,1200000000.0
66,2,1120000000.0
46,1,1700000000.0
65,2,1950000000.0
50,1,1100000000.0
46,1,1950000000.0
60,1,1500000000.0
40,1,630000000.0
52,1,2360000000.0
58,1,715000000.0
68,2,2270000000.0
65,1,1400000000.0
54,1,22500000003.0
60,1,1960000000.0
53,1,450000000.0
63,3,1450000000.0
53,1,1470000000.0
65,1,3490000000.0
45,1,8900000000.0
37,1,1180000000.0
65,1,1725000000.0
66,2,1000000000.0
63,3,1200000000.0
52,1,1200000000.0
58,1,246000000.0
54,0,470000000.0
51,1,1100000000.0
45,1,1650000000.0
68,2,1000000000.0
60,1,1860000000.0
58,1,325000000.0
55,1,2300000000.0
60,1,1950000000.0
68,2,1258000000.0
61,2,460000000.0
63,1,1890000000.0
