Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(usd)
64,2,1,1,0,Jeyhoon,1500000000.0,50000.0
50,1,0,1,0,Pirouzi,1260000000.0,42000.0
65,2,1,1,1,Punak,2350000000.0,78333.33
67,2,1,1,1,West Ferdows Boulevard,2200000000.0,73333.33
68,2,1,1,1,East Ferdows Boulevard,2700000000.0,90000.0
62,2,1,1,1,West Ferdows Boulevard,2750000000.0,91666.67
51,1,0,1,1,Pirouzi,1300000000.0,43333.33
67,2,1,1,0,Central Janatabad,2400000000.0,80000.0
43,1,1,1,1,Shahran,2080000000.0,69333.33
60,1,1,1,1,Persian Gulf Martyrs Lake,295000000.0,9833.33
58,2,1,1,0,Central Janatabad,2080000000.0,69333.33
61,1,1,1,0,Central Janatabad,2180000000.0,72666.67
51,1,0,1,1,Pirouzi,1275000000.0,42500.0
60,1,1,1,1,West Ferdows Boulevard,2450000000.0,81666.67
53,1,1,1,0,East Ferdows Boulevard,1920000000.0,64000.0
45,1,0,0,0,Ostad Moein,1200000000.0,40000.0
58,1,1,1,0,Punak,1900000000.0,63333.33
66,1,1,1,1,Punak,3300000000.0,110000.0
66,1,1,1,0,Ostad Moein,1090000000.0,36333.33
48,1,1,1,1,Jeyhoon,810000000.0,27000.0
63,1,1,1,1,Salsabil,2000000000.0,66666.67
55,1,1,1,0,Komeil,1090000000.0,36333.33
66,2,1,1,1,Central Janatabad,2700000000.0,90000.0
46,1,1,1,0,Andisheh,450000000.0,15000.0
40,1,1,1,1,Andisheh,350000000.0,11666.67
58,1,1,1,1,North Program Organization,2750000000.0,91666.67
55,1,0,1,0,Karoon,850000000.0,28333.33
50,1,1,1,1,Salsabil,1500000000.0,50000.0
50,1,1,1,0,Narmak,1750000000.0,58333.33
58,1,1,1,1,West Ferdows Boulevard,2050000000.0,68333.33
57,1,1,1,1,Shahran,1950000000.0,65000.0
50,1,1,1,1,Pirouzi,1200000000.0,40000.0
64,2,1,1,0,Andisheh,960000000.0,32000.0
61,2,1,1,0,Salsabil,1100000000.0,36666.67
57,1,1,1,1,Ostad Moein,1600000000.0,53333.33
44,1,1,1,0,Andisheh,585000000.0,19500.0
54,2,1,1,0,Shahran,1850000000.0,61666.67
68,2,0,0,0,Karoon,1100000000.0,36666.67
68,2,0,0,0,Karoon,1100000000.0,36666.67
63,2,1,1,1,Feiz Garden,2100000000.0,70000.0
57,1,1,1,1,Punak,2000000000.0,66666.67
60,2,1,1,1,Pasdaran,3450000000.0,115000.0
49,1,1,1,0,Islamshahr,460000000.0,15333.33
63,1,1,1,1,Shahr-e-Ziba,2080000000.0,69333.33
45,1,1,1,1,East Ferdows Boulevard,1900000000.0,63333.33
63,1,1,1,1,Shahr-e-Ziba,2350000000.0,78333.33
60,1,1,1,1,Saadat Abad,3600000000.0,120000.0
55,1,1,1,1,East Ferdows Boulevard,1830000000.0,61000.0
55,1,1,1,1,East Ferdows Boulevard,2000000000.0,66666.67
62,2,1,1,1,Punak,2100000000.0,70000.0
55,1,1,1,1,Persian Gulf Martyrs Lake,1900000000.0,63333.33
51,1,1,1,0,Southern Janatabad,1720000000.0,57333.33
62,1,0,1,0,Qasr-od-Dasht,950000000.0,31666.67
51,2,0,1,1,Komeil,1050000000.0,35000.0
62,2,1,1,0,Pasdaran,3400000000.0,113333.33
60,1,1,1,1,Feiz Garden,2450000000.0,81666.67
65,1,1,1,1,Central Janatabad,3500000000.0,116666.67
62,1,0,1,0,Qasr-od-Dasht,1100000000.0,36666.67
49,1,1,1,0,Andisheh,380000000.0,12666.67
48,1,1,1,0,Salsabil,995000000.0,33166.67
68,2,1,1,0,Pirouzi,1550000000.0,51666.67
60,1,1,1,1,Pirouzi,1380000000.0,46000.0
38,1,1,1,0,Pirouzi,850000000.0,28333.33
50,1,1,0,1,Ray,750000000.0,25000.0
54,1,1,1,1,East Ferdows Boulevard,2150000000.0,71666.67
57,1,1,1,1,East Ferdows Boulevard,2050000000.0,68333.33
63,2,1,1,0,Andisheh,870000000.0,29000.0
68,1,1,1,0,West Ferdows Boulevard,1950000000.0,65000.0
48,1,1,1,0,West Ferdows Boulevard,1900000000.0,63333.33
56,1,1,1,1,East Ferdows Boulevard,1980000000.0,66000.0
58,1,1,1,1,East Ferdows Boulevard,2080000000.0,69333.33
50,1,1,1,1,West Ferdows Boulevard,1900000000.0,63333.33
60,2,1,1,0,Central Janatabad,2100000000.0,70000.0
60,1,1,1,1,East Ferdows Boulevard,1920000000.0,64000.0
57,1,1,1,1,West Ferdows Boulevard,2300000000.0,76666.67
50,1,1,1,1,West Ferdows Boulevard,1950000000.0,65000.0
58,1,1,1,1,Shahr-e-Ziba,1850000000.0,61666.67
54,1,1,1,1,East Ferdows Boulevard,2050000000.0,68333.33
55,1,1,1,1,East Ferdows Boulevard,1920000000.0,64000.0
58,1,1,1,1,Shahr-e-Ziba,1850000000.0,61666.67
60,1,1,1,0,East Ferdows Boulevard,1800000000.0,60000.0
53,1,1,1,1,Feiz Garden,2120000000.0,70666.67
55,1,1,1,1,East Ferdows Boulevard,1780000000.0,59333.33
58,1,1,1,1,East Ferdows Boulevard,1860000000.0,62000.0
58,1,1,1,1,Shahr-e-Ziba,1880000000.0,62666.67
56,1,1,1,1,Feiz Garden,2000000000.0,66666.67
60,2,1,1,1,Azarbaijan,1950000000.0,65000.0
53,1,0,1,1,Pardis,470000000.0,15666.67
66,2,1,1,1,Ostad Moein,1585000000.0,52833.33
53,1,0,1,1,Pardis,540000000.0,18000.0
52,1,1,1,1,East Ferdows Boulevard,2300000000.0,76666.67
65,2,1,1,1,Shahran,2150000000.0,71666.67
48,1,1,1,1,Andisheh,400000000.0,13333.33
56,1,1,1,1,Shahr-e-Ziba,2240000000.0,74666.67
66,2,1,1,1,Ostad Moein,1580000000.0,52666.67
64,1,0,0,1,Fallah,900000000.0,30000.0
50,1,1,1,1,West Ferdows Boulevard,1950000000.0,65000.0
64,1,0,1,0,Eskandari,1050000000.0,35000.0
68,2,1,1,1,Ostad Moein,1970000000.0,65666.67
50,1,1,1,1,West Ferdows Boulevard,1950000000.0,65000.0
57,1,1,1,1,Ostad Moein,1600000000.0,53333.33
50,1,1,1,1,Southern Program Organization,1980000000.0,66000.0
55,1,1,1,0,West Ferdows Boulevard,1950000000.0,65000.0
66,2,1,1,1,Southern Janatabad,1800000000.0,60000.0
62,1,1,1,1,Southern Program Organization,2400000000.0,80000.0
65,2,1,1,1,Southern Janatabad,2700000000.0,90000.0
64,2,1,1,1,Southern Janatabad,2100000000.0,70000.0
62,2,1,1,1,Southern Janatabad,2200000000.0,73333.33
68,2,1,1,1,Southern Janatabad,2100000000.0,70000.0
67,2,1,0,0,West Ferdows Boulevard,2200000000.0,73333.33
64,2,1,1,1,Southern Janatabad,2050000000.0,68333.33
64,2,1,1,0,Jeyhoon,1500000000.0,50000.0
50,1,1,0,1,North Program Organization,1900000000.0,63333.33
57,1,1,1,1,Southern Program Organization,2750000000.0,91666.67
65,2,1,1,1,West Ferdows Boulevard,2380000000.0,79333.33
45,1,1,1,0,Jeyhoon,1030000000.0,34333.33
60,1,1,1,1,Central Janatabad,3350000000.0,111666.67
50,1,1,1,1,Ostad Moein,1500000000.0,50000.0
66,2,1,1,0,Punak,2250000000.0,75000.0
65,2,1,1,1,Salsabil,1750000000.0,58333.33
64,2,1,1,1,Azarbaijan,2090000000.0,69666.67
63,1,1,1,1,Ostad Moein,1280000000.0,42666.67
55,1,0,0,0,West Ferdows Boulevard,1900000000.0,63333.33
50,1,1,1,1,Shahran,1850000000.0,61666.67
44,1,1,1,0,Shahran,1390000000.0,46333.33
65,1,1,1,1,Shahran,2220000000.0,74000.0
62,1,1,1,1,Southern Program Organization,2170000000.0,72333.33
60,1,1,1,1,Saadat Abad,3300000000.0,110000.0
63,1,1,1,1,Farmanieh,5600000000.0,186666.67
67,2,1,1,1,Pasdaran,3500000000.0,116666.67
49,1,0,0,1,Punak,2300000000.0,76666.67
40,0,0,1,0,Ostad Moein,650000000.0,21666.67
66,2,1,1,1,Ostad Moein,1585000000.0,52833.33
53,1,1,1,1,Southern Janatabad,2430000000.0,81000.0
54,1,1,1,0,Andisheh,500000000.0,16666.67
63,1,1,1,1,Ostad Moein,1280000000.0,42666.67
66,2,1,1,1,Ostad Moein,1585000000.0,52833.33
63,1,1,1,1,Punak,3500000000.0,116666.67
56,1,1,1,1,Punak,1950000000.0,65000.0
60,2,1,1,0,Central Janatabad,1650000000.0,55000.0
54,1,0,1,1,Punak,2000000000.0,66666.67
65,2,0,1,0,Feiz Garden,1900000000.0,63333.33
54,1,0,1,1,Punak,2000000000.0,66666.67
56,1,1,1,1,Shahran,1900000000.0,63333.33
60,1,1,1,1,Yousef Abad,3250000000.0,108333.33
62,2,1,1,1,Central Janatabad,3500000000.0,116666.67
65,1,1,1,1,Shahran,1880000000.0,62666.67
68,2,1,1,1,North Program Organization,2450000000.0,81666.67
68,1,1,1,1,Ekbatan,3100000000.0,103333.33
65,1,1,1,0,Punak,2250000000.0,75000.0
58,1,1,1,1,Ekbatan,2850000000.0,95000.0
44,1,0,1,0,Pirouzi,790000000.0,26333.33
68,2,1,1,1,Southern Janatabad,2200000000.0,73333.33
44,1,0,1,0,Parastar,1030000000.0,34333.33
65,2,1,1,1,West Ferdows Boulevard,2760000000.0,92000.0
68,2,0,1,0,Pirouzi,1380000000.0,46000.0
60,2,0,1,1,Pirouzi,1500000000.0,50000.0
55,2,0,0,0,Parastar,1280000000.0,42666.67
60,1,1,1,1,West Ferdows Boulevard,3300000000.0,110000.0
67,2,0,1,1,Pirouzi,2000000000.0,66666.67
62,1,0,1,1,Pirouzi,1380000000.0,46000.0
55,1,1,1,1,Pirouzi,1750000000.0,58333.33
62,1,1,1,1,Narmak,2250000000.0,75000.0
65,1,1,1,0,Araj,3100000000.0,103333.33
51,1,1,1,1,Tenant,1380000000.0,46000.0
37,1,0,1,0,Andisheh,355000000.0,11833.33
45,1,0,1,0,Shahran,1580000000.0,52666.67
53,1,1,1,0,East Ferdows Boulevard,1920000000.0,64000.0
56,1,1,1,1,Shahran,2450000000.0,81666.67
67,2,1,1,1,East Ferdows Boulevard,2380000000.0,79333.33
65,1,1,1,1,Gheitarieh,4225000000.0,140833.33
54,1,1,1,0,Aqdasieh,3500000000.0,116666.67
42,1,0,1,1,Jeyhoon,1050000000.0,35000.0
56,1,1,1,1,Punak,2850000000.0,95000.0
41,1,0,1,1,Farmanieh,2530000000.0,84333.33
40,1,0,1,1,Karoon,880000000.0,29333.33
46,1,1,1,0,Jeyhoon,750000000.0,25000.0
60,1,0,1,0,Jeyhoon,1020000000.0,34000.0
68,2,1,1,1,West Ferdows Boulevard,2300000000.0,76666.67
45,1,1,1,1,Qasr-od-Dasht,1300000000.0,43333.33
42,1,1,0,1,Vahidieh,975000000.0,32500.0
68,2,1,1,1,West Ferdows Boulevard,2200000000.0,73333.33
60,2,1,1,1,Punak,2050000000.0,68333.33
67,2,1,1,1,Feiz Garden,2120000000.0,70666.67
66,2,1,0,1,Ostad Moein,1580000000.0,52666.67
60,2,1,1,0,Pirouzi,1450000000.0,48333.33
43,1,1,1,1,Shams Abad,1800000000.0,60000.0
64,2,0,1,0,Jeyhoon,920000000.0,30666.67
48,1,1,1,0,Salsabil,1048000000.0,34933.33
48,1,1,1,0,Salsabil,995000000.0,33166.67
66,2,1,0,1,Ostad Moein,1580000000.0,52666.67
45,1,0,1,0,Andisheh,395000000.0,13166.67
55,1,1,1,1,Saadat Abad,4000000000.0,133333.33
60,2,0,1,0,Shahrake Azadi,1680000000.0,56000.0
54,1,0,1,0,Beryanak,830000000.0,27666.67
65,2,1,1,0,Pirouzi,1650000000.0,55000.0
63,1,1,1,1,Ostad Moein,1380000000.0,46000.0
57,1,1,1,1,Qasr-od-Dasht,1200000000.0,40000.0
65,2,0,1,1,West Pars,2000000000.0,66666.67
49,1,1,1,1,Punak,2694000000.0,89800.0
65,1,1,1,1,Air force,1690000000.0,56333.33
62,2,1,1,0,Ekhtiarieh,3300000000.0,110000.0
65,2,1,1,0,West Ferdows Boulevard,2250000000.0,75000.0
57,1,1,1,1,Feiz Garden,1890000000.0,63000.0
43,1,0,1,1,Beryanak,1200000000.0,40000.0
65,2,1,0,1,Qasr-od-Dasht,2050000000.0,68333.33
63,2,0,1,0,Azarbaijan,1340000000.0,44666.67
53,1,1,1,1,Azarbaijan,1500000000.0,50000.0
50,1,0,1,0,Qasr-od-Dasht,810000000.0,27000.0
60,2,1,1,1,Andisheh,950000000.0,31666.67
60,1,1,1,1,Northern Chitgar,875000000.0,29166.67
65,2,1,1,1,Jeyhoon,1400000000.0,46666.67
53,1,1,1,1,Jeyhoon,1420000000.0,47333.33
43,1,1,1,1,Beryanak,1250000000.0,41666.67
42,1,1,0,1,Jeyhoon,960000000.0,32000.0
50,1,1,1,1,Punak,2500000000.0,83333.33
55,1,1,1,1,Punak,2300000000.0,76666.67
47,1,1,1,1,Punak,2100000000.0,70000.0
65,2,1,1,0,Punak,2250000000.0,75000.0
68,2,1,1,0,Punak,2230000000.0,74333.33
67,2,1,1,1,Punak,2600000000.0,86666.67
65,1,1,1,1,Northern Janatabad,2700000000.0,90000.0
58,1,1,1,1,Shahran,2850000000.0,95000.0
63,1,1,1,1,Islamshahr,882000000.0,29400.0
60,1,1,1,0,Islamshahr,780000000.0,26000.0
60,1,1,1,1,Persian Gulf Martyrs Lake,295000000.0,9833.33
49,1,1,0,1,Dezashib,3150000000.0,105000.0
63,2,1,1,1,Amir Bahador,1638000000.0,54600.0
56,1,1,1,1,West Ferdows Boulevard,2250000000.0,75000.0
63,2,1,1,1,Shahr-e-Ziba,2250000000.0,75000.0
60,1,1,1,1,Northern Chitgar,875000000.0,29166.67
53,1,0,0,0,Shahrake Qods,395000000.0,13166.67
62,2,1,1,0,Punak,2200000000.0,73333.33
48,1,1,1,1,Shahr-e-Ziba,1750000000.0,58333.33
66,2,1,1,1,Ostad Moein,1580000000.0,52666.67
57,1,1,1,1,West Ferdows Boulevard,2900000000.0,96666.67
62,1,1,1,1,West Ferdows Boulevard,2650000000.0,88333.33
65,2,1,1,1,West Ferdows Boulevard,3100000000.0,103333.33
65,1,1,1,1,West Ferdows Boulevard,2800000000.0,93333.33
68,2,1,1,1,West Ferdows Boulevard,2900000000.0,96666.67
60,1,1,1,1,Saadat Abad,4650000000.0,155000.0
52,1,1,1,1,Southern Program Organization,2750000000.0,91666.67
60,2,1,1,1,West Ferdows Boulevard,2850000000.0,95000.0
60,2,1,1,1,West Ferdows Boulevard,2850000000.0,95000.0
62,1,1,1,1,Shahrake Qods,510000000.0,17000.0
66,2,1,1,1,Qalandari,4250000000.0,141666.67
60,1,1,1,1,Southern Program Organization,2400000000.0,80000.0
47,1,0,1,0,Jeyhoon,850000000.0,28333.33
59,1,1,0,1,Pirouzi,1600000000.0,53333.33
50,1,0,1,1,Ostad Moein,1000000000.0,33333.33
56,1,1,1,1,Feiz Garden,2200000000.0,73333.33
57,1,1,1,1,Azarbaijan,1750000000.0,58333.33
60,1,1,1,0,Central Janatabad,2190000000.0,73000.0
54,1,0,1,1,Punak,2000000000.0,66666.67
50,2,1,1,0,Shahran,1820000000.0,60666.67
66,2,1,1,1,West Ferdows Boulevard,2270000000.0,75666.67
52,1,1,1,1,Ekhtiarieh,3700000000.0,123333.33
66,1,1,1,1,Pardis,720000000.0,24000.0
64,2,1,1,1,Shahr-e-Ziba,1980000000.0,66000.0
65,2,1,1,1,Shahr-e-Ziba,2000000000.0,66666.67
60,1,1,1,1,Persian Gulf Martyrs Lake,875000000.0,29166.67
60,1,1,1,1,Persian Gulf Martyrs Lake,870000000.0,29000.0
58,2,1,1,1,Sabalan,1200000000.0,40000.0
60,1,0,1,1,Narmak,2100000000.0,70000.0
61,1,1,1,1,Si Metri Ji,1318000000.0,43933.33
62,2,1,1,1,Beryanak,1400000000.0,46666.67
57,1,0,1,1,Ostad Moein,1320000000.0,44000.0
56,2,1,1,1,Ostad Moein,1500000000.0,50000.0
67,2,1,1,0,Jeyhoon,1500000000.0,50000.0
67,2,1,1,1,Shahran,2300000000.0,76666.67
60,2,1,1,1,Southern Janatabad,2300000000.0,76666.67
65,1,1,1,1,Shahrake Qods,535000000.0,17833.33
60,1,0,0,0,Damavand,900000000.0,30000.0
61,2,0,1,0,Salsabil,1040000000.0,34666.67
67,2,1,1,0,Punak,2280000000.0,76000.0
60,2,1,1,1,West Ferdows Boulevard,2650000000.0,88333.33
58,1,1,1,1,Shahrake Gharb,3400000000.0,113333.33
57,1,1,1,1,Southern Program Organization,2400000000.0,80000.0
40,0,0,0,0,Pakdasht,165000000.0,5500.0
66,2,0,1,0,Beryanak,1000000000.0,33333.33
65,2,1,1,0,Jeyhoon,1450000000.0,48333.33
50,1,1,1,0,Shahrake Qods,360000000.0,12000.0
45,1,0,0,1,Ostad Moein,1200000000.0,40000.0
53,1,0,1,1,Narmak,1350000000.0,45000.0
50,1,1,1,0,Shahryar,500000000.0,16666.67
43,0,0,1,0,Nasim Shahr,360000000.0,12000.0
55,1,1,1,0,Andisheh,550000000.0,18333.33
56,1,0,1,0,Ostad Moein,1200000000.0,40000.0
50,1,1,1,0,Andisheh,650000000.0,21666.67
40,1,0,1,0,Qasr-od-Dasht,720000000.0,24000.0
68,2,1,1,1,Shahr-e-Ziba,2150000000.0,71666.67
50,1,1,1,0,Beryanak,830000000.0,27666.67
65,2,1,1,1,Southern Janatabad,2250000000.0,75000.0
62,2,0,1,0,Beryanak,930000000.0,31000.0
37,1,0,1,1,Hashemi,830000000.0,27666.67
41,1,0,1,0,Salsabil,770000000.0,25666.67
57,2,0,0,1,Waterfall,1265000000.0,42166.67
63,2,0,1,0,Qasr-od-Dasht,1260000000.0,42000.0
64,2,1,1,1,Central Janatabad,2240000000.0,74666.67
65,2,0,0,0,Ostad Moein,1200000000.0,40000.0
44,1,0,1,0,Shahryar,570000000.0,19000.0
43,1,0,1,0,Ahang,800000000.0,26666.67
56,1,0,1,0,Jeyhoon,950000000.0,31666.67
40,1,0,1,0,Pirouzi,870000000.0,29000.0
51,2,1,1,0,Shahran,1850000000.0,61666.67
51,1,0,1,0,Ostad Moein,900000000.0,30000.0
48,1,0,1,0,Komeil,820000000.0,27333.33
68,2,1,1,1,East Ferdows Boulevard,2500000000.0,83333.33
44,1,0,1,0,Qasr-od-Dasht,770000000.0,25666.67
44,1,1,1,0,Salsabil,1050000000.0,35000.0
42,1,0,1,0,Pirouzi,960000000.0,32000.0
63,1,1,1,1,Aqdasieh,4000000000.0,133333.33
57,1,1,1,0,Feiz Garden,1930000000.0,64333.33
68,2,1,1,1,Southern Program Organization,2700000000.0,90000.0
62,1,0,1,1,Baghestan,620000000.0,20666.67
56,1,1,1,1,Shahr-e-Ziba,2200000000.0,73333.33
50,1,0,0,1,Qarchak,380000000.0,12666.67
44,1,1,0,1,Ostad Moein,1000000000.0,33333.33
46,1,1,1,1,Jeyhoon,1150000000.0,38333.33
67,2,0,1,0,Karoon,1070000000.0,35666.67
49,1,1,1,0,Andisheh,110000000.0,3666.67
65,2,0,1,1,Salsabil,1220000000.0,40666.67
66,2,0,1,0,Jeyhoon,1187000000.0,39566.67
58,2,0,1,0,Jeyhoon,1210000000.0,40333.33
67,2,0,1,0,Salsabil,1215000000.0,40500.0
67,2,1,1,0,Jeyhoon,1440000000.0,48000.0
60,1,0,1,1,Shahrake Qods,920000000.0,30666.67
67,1,1,0,1,Beryanak,1415000000.0,47166.67
65,2,0,0,1,Beryanak,1310000000.0,43666.67
62,2,1,1,1,Salsabil,1350000000.0,45000.0
37,1,0,1,1,Ostad Moein,999000000.0,33300.0
53,1,0,1,0,Baghestan,450000000.0,15000.0
39,1,0,1,0,Andisheh,370000000.0,12333.33
48,1,0,1,0,Beryanak,830000000.0,27666.67
40,1,1,1,0,Pirouzi,1380000000.0,46000.0
47,1,0,1,0,Ostad Moein,1050000000.0,35000.0
65,1,1,1,1,Southern Janatabad,2500000000.0,83333.33
50,1,0,1,0,Baghestan,410000000.0,13666.67
41,1,0,0,0,Salsabil,815000000.0,27166.67
40,1,0,1,0,Jeyhoon,800000000.0,26666.67
60,2,0,1,0,Si Metri Ji,650000000.0,21666.67
60,1,1,1,1,Islamshahr,1200000000.0,40000.0
60,1,1,1,1,Zafar,1200000000.0,40000.0
41,1,0,0,0,Elahieh,815000000.0,27166.67
52,1,0,1,1,Andisheh,665000000.0,22166.67
66,2,1,1,0,Punak,2650000000.0,88333.33
51,1,1,0,1,Ray - Montazeri,1250000000.0,41666.67
66,2,1,1,0,Punak,2460000000.0,82000.0
40,1,1,1,0,Narmak,1250000000.0,41666.67
50,1,1,1,1,Ozgol,3000000000.0,100000.0
65,2,1,1,0,West Ferdows Boulevard,2150000000.0,71666.67
